#ANNEE SESSION;SPECIALITE;NUMERO CANDIDAT;CODE EPREUVE;CODE MATIERE
2012;ES;0316056197;205; 
2012;ES;0316056197;206; 
2012;ES;0316056203;206; 
2012;ES;0316056203;207;0001
2012;ES;0316056205;204; 
2012;ES;0316056205;207;0002
2012;ES;0316056206;204; 
2012;ES;0316056206;206; 
2012;ES;0316056215;205; 
2012;ES;0316056215;206; 
2012;ES;0316056218;204; 
2012;ES;0316056218;206; 
2012;ES;0316056222;207;0002
2012;ES;0316056222;209; 
2012;ES;0316056249;204; 
2012;ES;0316056249;207;0002
2012;ES;0316056252;205; 
2012;ES;0316056252;207;0002
2012;ES;0316056254;205; 
2012;ES;0316056254;206; 
2012;ES;0316056255;204; 
2012;ES;0316056255;206; 
2012;ES;0316056261;206; 
2012;ES;0316056261;207;0002
2012;ES;0316056282;205; 
2012;ES;0316056282;207;0002
2012;ES;0316056285;204; 
2012;ES;0316056285;206; 
2012;ES;0316056301;205; 
2012;ES;0316056301;206; 
2012;ES;0316056306;204; 
2012;ES;0316056306;206; 
2012;ES;0316056324;204; 
2012;ES;0316056324;206; 
2012;ES;0316056327;204; 
2012;ES;0316056327;206; 
2012;ES;0316056328;207;0002
2012;ES;0316056328;209; 
2012;ES;0316056334;204; 
2012;ES;0316056334;205; 
2012;ES;0316056340;204; 
2012;ES;0316056340;206; 
2012;ES;0316056345;204; 
2012;ES;0316056345;206; 
2012;ES;0316056354;205; 
2012;ES;0316056354;206; 
2012;ES;0316056356;204; 
2012;ES;0316056356;206; 
2012;ES;0316056358;204; 
2012;ES;0316056358;206; 
2012;ES;0316056383;206; 
2012;ES;0316056383;207;0001
2012;ES;0316056393;204; 
2012;ES;0316056393;209; 
2012;ES;0316056410;204; 
2012;ES;0316056410;205; 
2012;ES;0316056413;205; 
2012;ES;0316056413;206; 
2012;ES;0316056419;204; 
2012;ES;0316056419;206; 
2012;ES;0316056420;204; 
2012;ES;0316056420;206; 
2012;ES;0316056424;204; 
2012;ES;0316056424;209; 
2012;ES;0316056427;206; 
2012;ES;0316056427;209; 
2012;ES;0316056428;204; 
2012;ES;0316056428;206; 
2012;ES;0316056430;204; 
2012;ES;0316056430;205; 
2012;ES;0316056443;204; 
2012;ES;0316056443;206; 
2012;ES;0316056489;204; 
2012;ES;0316056489;205; 
2012;ES;0316056523;204; 
2012;ES;0316056523;206; 
2012;ES;0316056529;204; 
2012;ES;0316056529;205; 
2012;ES;0316056530;204; 
2012;ES;0316056530;205; 
2012;ES;0316056531;204; 
2012;ES;0316056531;206; 
2012;ES;0316056532;204; 
2012;ES;0316056532;206; 
2012;ES;0316056537;206; 
2012;ES;0316056537;207;0002
2012;ES;0316056553;204; 
2012;ES;0316056553;206; 
2012;ES;0316056555;204; 
2012;ES;0316056555;207;0002
2012;ES;0316056556;204; 
2012;ES;0316056556;207;0002
2012;ES;0316056561;206; 
2012;ES;0316056561;207;0002
2012;ES;0316056562;204; 
2012;ES;0316056562;206; 
2012;ES;0316056568;204; 
2012;ES;0316056568;206; 
2012;ES;0316056576;205; 
2012;ES;0316056576;209; 
2012;ES;0316056583;205; 
2012;ES;0316056583;206; 
2012;ES;0316056587;204; 
2012;ES;0316056587;205; 
2012;ES;0316056594;205; 
2012;ES;0316056594;206; 
2012;ES;0316056595;206; 
2012;ES;0316056595;209; 
2012;ES;0316056617;204; 
2012;ES;0316056617;206; 
2012;ES;0316056623;204; 
2012;ES;0316056623;206; 
2012;ES;0316056643;206; 
2012;ES;0316056643;207;0002
2012;ES;0316056650;204; 
2012;ES;0316056650;206; 
2012;ES;0316056653;204; 
2012;ES;0316056653;206; 
2012;ES;0316056660;204; 
2012;ES;0316056660;205; 
2012;ES;0316056663;204; 
2012;ES;0316056663;206; 
2012;ES;0316056669;205; 
2012;ES;0316056669;206; 
2012;ES;0316056686;206; 
2012;ES;0316056686;209; 
2012;ES;0316056688;204; 
2012;ES;0316056688;206; 
2012;ES;0316056703;204; 
2012;ES;0316056703;209; 
2012;ES;0316056705;204; 
2012;ES;0316056705;209; 
2012;ES;0316056710;206; 
2012;ES;0316056710;207;0002
2012;ES;0316056727;204; 
2012;ES;0316056727;207;0002
2012;ES;0316056737;204; 
2012;ES;0316056737;206; 
2012;ES;0316056738;204; 
2012;ES;0316056738;205; 
2012;ES;0316056749;204; 
2012;ES;0316056749;206; 
2012;ES;0316056750;204; 
2012;ES;0316056750;206; 
2012;ES;0316056753;206; 
2012;ES;0316056753;207;0007
2012;ES;0316056754;204; 
2012;ES;0316056754;206; 
2012;ES;0316056758;205; 
2012;ES;0316056758;209; 
2012;ES;0316056787;204; 
2012;ES;0316056787;206; 
2012;ES;0316056788;204; 
2012;ES;0316056788;206; 
2012;ES;0316056792;205; 
2012;ES;0316056792;206; 
2012;ES;0316056793;206; 
2012;ES;0316056793;207;0002
2012;ES;0316056798;206; 
2012;ES;0316056798;207;0002
2012;ES;0316056839;204; 
2012;ES;0316056839;206; 
2012;ES;0316056844;204; 
2012;ES;0316056844;206; 
2012;ES;0316056845;204; 
2012;ES;0316056845;206; 
2012;ES;0316056861;206; 
2012;ES;0316056861;207;0002
2012;ES;0316056867;204; 
2012;ES;0316056867;206; 
2012;ES;0316056885;204; 
2012;ES;0316056885;206; 
2012;ES;0316056892;204; 
2012;ES;0316056892;205; 
2012;ES;0316056921;204; 
2012;ES;0316056921;205; 
2012;ES;0316056922;204; 
2012;ES;0316056922;205; 
2012;ES;0316056923;205; 
2012;ES;0316056923;206; 
2012;ES;0316056924;204; 
2012;ES;0316056924;206; 
2012;ES;0316056927;204; 
2012;ES;0316056927;206; 
2012;ES;0316056929;206; 
2012;ES;0316056929;209; 
2012;ES;0316056945;206; 
2012;ES;0316056945;209; 
2012;ES;0316056950;204; 
2012;ES;0316056950;205; 
2012;ES;0316056952;204; 
2012;ES;0316056952;207;0001
2012;ES;0316056960;204; 
2012;ES;0316056960;205; 
2012;ES;0316056964;204; 
2012;ES;0316056964;207;0001
2012;ES;0316057006;204; 
2012;ES;0316057006;207;0002
2012;ES;0316057015;205; 
2012;ES;0316057015;206; 
2012;ES;0316057048;204; 
2012;ES;0316057048;207;0002
2012;ES;0316057051;204; 
2012;ES;0316057051;205; 
2012;ES;0316057052;204; 
2012;ES;0316057052;206; 
2012;ES;0316057056;204; 
2012;ES;0316057056;206; 
2012;ES;0316057063;205; 
2012;ES;0316057063;206; 
2012;ES;0316057066;204; 
2012;ES;0316057066;206; 
2012;ES;0316057070;204; 
2012;ES;0316057070;205; 
2012;ES;0316057084;206; 
2012;ES;0316057084;209; 
2012;ES;0316057096;204; 
2012;ES;0316057096;206; 
2012;ES;0316057110;204; 
2012;ES;0316057110;206; 
2012;ES;0316057111;205; 
2012;ES;0316057111;209; 
2012;ES;0316057124;204; 
2012;ES;0316057124;206; 
2012;ES;0316057126;206; 
2012;ES;0316057126;207;0002
2012;ES;0316057127;204; 
2012;ES;0316057127;209; 
2012;ES;0316057142;205; 
2012;ES;0316057142;206; 
2012;ES;0316057145;205; 
2012;ES;0316057145;206; 
2012;ES;0316057153;204; 
2012;ES;0316057153;209; 
2012;ES;0316057156;204; 
2012;ES;0316057156;207;0002
2012;ES;0316057163;204; 
2012;ES;0316057163;207;0002
2012;ES;0316057188;204; 
2012;ES;0316057188;205; 
2012;ES;0316057192;204; 
2012;ES;0316057192;206; 
2012;ES;0316057193;206; 
2012;ES;0316057193;209; 
2012;ES;0316057195;204; 
2012;ES;0316057195;209; 
2012;ES;0316057203;204; 
2012;ES;0316057203;206; 
2012;ES;0316057204;204; 
2012;ES;0316057204;206; 
2012;ES;0316057205;204; 
2012;ES;0316057205;205; 
2012;ES;0316057209;204; 
2012;ES;0316057209;206; 
2012;ES;0316057211;205; 
2012;ES;0316057211;209; 
2012;ES;0316057233;204; 
2012;ES;0316057233;209; 
2012;ES;0316057242;205; 
2012;ES;0316057242;206; 
2012;ES;0316057246;205; 
2012;ES;0316057246;206; 
2012;ES;0316057247;204; 
2012;ES;0316057247;206; 
2012;ES;0316057249;205; 
2012;ES;0316057249;209; 
2012;ES;0316057250;207;0002
2012;ES;0316057250;209; 
2012;ES;0316057253;204; 
2012;ES;0316057253;209; 
2012;ES;0316057277;205; 
2012;ES;0316057277;206; 
2012;ES;0316057279;205; 
2012;ES;0316057279;206; 
2012;ES;0316057282;205; 
2012;ES;0316057282;206; 
2012;ES;0316057287;204; 
2012;ES;0316057287;206; 
2012;ES;0316057289;204; 
2012;ES;0316057289;206; 
2012;ES;0316057290;204; 
2012;ES;0316057290;206; 
2012;ES;0316057291;204; 
2012;ES;0316057291;206; 
2012;ES;0316057317;204; 
2012;ES;0316057317;206; 
2012;ES;0316057319;204; 
2012;ES;0316057319;206; 
2012;ES;0316057321;206; 
2012;ES;0316057321;209; 
2012;ES;0316057350;204; 
2012;ES;0316057350;209; 
2012;ES;0316057352;206; 
2012;ES;0316057352;209; 
2012;ES;0316057362;204; 
2012;ES;0316057362;205; 
2012;ES;0316057371;204; 
2012;ES;0316057371;206; 
2012;ES;0316057385;204; 
2012;ES;0316057385;206; 
2012;ES;0316057401;206; 
2012;ES;0316057401;209; 
2012;ES;0316057404;204; 
2012;ES;0316057404;205; 
2012;ES;0316057409;204; 
2012;ES;0316057409;209; 
2012;ES;0316057414;204; 
2012;ES;0316057414;209; 
2012;ES;0316059440;204; 
2012;ES;0316059440;206; 
2012;ES;0316062320;207;0002
2012;ES;0316062320;209; 
2012;ES;0316064645;204; 
2012;ES;0316064645;206; 
2012;ES;0316067083;205; 
2012;ES;0316067083;206; 
2012;ES;0316070497;204; 
2012;ES;0316070497;206; 
2012;ES;0316114163;204; 
2012;ES;0316114163;206; 
2012;ES;0316114168;204; 
2012;ES;0316114168;205; 
2012;ES;0316114169;204; 
2012;ES;0316114169;206; 
2012;ES;0316114170;204; 
2012;ES;0316114170;206; 
2012;ES;0316114222;204; 
2012;ES;0316114222;206; 
2012;ES;0316114251;204; 
2012;ES;0316114251;205; 
2012;ES;0316114254;205; 
2012;ES;0316114254;206; 
2012;ES;0316114385;204; 
2012;ES;0316114385;206; 
2012;ES;0316172691;205; 
2012;ES;0316172691;206; 
2012;ES;0316172921;205; 
2012;ES;0316172921;209; 
2012;ES;0316172978;204; 
2012;ES;0316172978;205; 
2012;ES;0316210735;206; 
2012;ES;0316210735;207;0002
2012;ES;0316210744;204; 
2012;ES;0316210744;206; 
2012;ES;0316210750;204; 
2012;ES;0316210750;206; 
2012;ES;0316210754;206; 
2012;ES;0316210754;207;0002
2012;ES;0316210789;204; 
2012;ES;0316210789;205; 
2012;ES;0316210791;204; 
2012;ES;0316210791;206; 
2012;ES;0316210801;205; 
2012;ES;0316210801;206; 
2012;ES;0316210805;204; 
2012;ES;0316210805;209; 
2012;ES;0316211258;204; 
2012;ES;0316211258;205; 
2012;ES;0316333131;204; 
2012;ES;0316333131;206; 
